symptom,symptom_short,drug,baseline_reports,baseline_improve_rate,cooccur_n,cooccur_rate,cooccur_lift,attr_n,attr_rate,attr_sig_rate,attr_worsened
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Duloxetine,78,0.846,9,0.667,-0.258,6,0.333,0.000,0
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Meclizine,78,0.846,5,0.600,-0.312,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Nortriptyline,78,0.846,4,0.500,-0.414,0,,,
"Chronic nerve pain (burning, tingling, and/or numbness in the face, legs, and/or hands) (Neuropathic pain)",Neuropathic Pain,Omeprazole,78,0.846,3,0.333,-0.582,0,,,
Muscle pain (Myalgia),Muscle Pain,Famotidine,77,0.896,17,1.000,0.118,0,,,
Muscle pain (Myalgia),Muscle Pain,Cetirizine,77,0.896,11,1.000,0.105,0,,,
Muscle pain (Myalgia),Muscle Pain,"Albuterol (Salbutamol, Proventil HFA, Ventolin HFA, Proair HFA, etc.)",77,0.896,9,1.000,0.102,0,,,
Muscle pain (Myalgia),Muscle Pain,Pyridostigmine,77,0.896,9,1.000,0.102,0,,,
Muscle pain (Myalgia),Muscle Pain,CoQ10,77,0.896,8,1.000,0.100,0,,,
Muscle pain (Myalgia),Muscle Pain,Probiotic,77,0.896,8,1.000,0.100,0,,,
Muscle pain (Myalgia),Muscle Pain,Turmeric,77,0.896,7,1.000,0.098,0,,,
Muscle pain (Myalgia),Muscle Pain,Ivabradine,77,0.896,7,1.000,0.098,0,,,
Muscle pain (Myalgia),Muscle Pain,Metformin,77,0.896,7,1.000,0.098,0,,,
Muscle pain (Myalgia),Muscle Pain,Ketotifen,77,0.896,7,1.000,0.098,0,,,
Muscle pain (Myalgia),Muscle Pain,Melatonin,77,0.896,6,1.000,0.097,0,,,
Muscle pain (Myalgia),Muscle Pain,Midodrine,77,0.896,6,1.000,0.097,0,,,
Muscle pain (Myalgia),Muscle Pain,Fexofenadine,77,0.896,6,1.000,0.097,0,,,
Muscle pain (Myalgia),Muscle Pain,Pregabalin,77,0.896,5,1.000,0.095,3,1.000,0.667,0
Muscle pain (Myalgia),Muscle Pain,Loratadine,77,0.896,5,1.000,0.095,0,,,
Muscle pain (Myalgia),Muscle Pain,Nicotine Patch,77,0.896,5,1.000,0.095,0,,,
Muscle pain (Myalgia),Muscle Pain,Sertraline,77,0.896,5,1.000,0.095,0,,,
Muscle pain (Myalgia),Muscle Pain,Cromolyn Sodium,77,0.896,5,1.000,0.095,0,,,
Muscle pain (Myalgia),Muscle Pain,Montelukast,77,0.896,5,1.000,0.095,0,,,
Muscle pain (Myalgia),Muscle Pain,Paxlovid (Nirmatrelvir-Ritonavir),77,0.896,5,1.000,0.095,0,,,
Muscle pain (Myalgia),Muscle Pain,Metoprolol,77,0.896,5,1.000,0.095,0,,,
Muscle pain (Myalgia),Muscle Pain,Hydroxyzine,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Acetaminophen,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Alpha Lipoic Acid,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Low Dose Aripiprazole,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Fish Oil,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,"Amitriptyline (Elavil, Vanatrip, Domical)",77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Omeprazole,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Fludrocortisone,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Nortriptyline,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Trazodone,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,CBD,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Levocetirizine,77,0.896,4,1.000,0.094,0,,,
Muscle pain (Myalgia),Muscle Pain,Quercetin,77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Vitamin C,77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Calcium,77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Hyperbaric Oxygen Therapy (HBOT),77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Meclizine,77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Buspirone (BuSpar),77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Lemborexant (Dayvigo),77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Ashwagandha,77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Electrolytes,77,0.896,3,1.000,0.092,0,,,
Muscle pain (Myalgia),Muscle Pain,Propranolol,77,0.896,16,0.938,0.034,0,,,
Muscle pain (Myalgia),Muscle Pain,Low Dose Naltrexone (LDN),77,0.896,37,0.919,0.016,27,0.889,0.259,2
Muscle pain (Myalgia),Muscle Pain,Vitamin D3,77,0.896,13,0.923,0.014,0,,,
Muscle pain (Myalgia),Muscle Pain,Magnesium,77,0.896,11,0.909,-0.003,0,,,
Muscle pain (Myalgia),Muscle Pain,N-Acetylcysteine (NAC),77,0.896,11,0.909,-0.003,0,,,
Muscle pain (Myalgia),Muscle Pain,Aspirin,77,0.896,9,0.889,-0.026,0,,,
Muscle pain (Myalgia),Muscle Pain,Vitamin B12,77,0.896,6,0.833,-0.086,0,,,
Muscle pain (Myalgia),Muscle Pain,Iron,77,0.896,5,0.800,-0.121,0,,,
Muscle pain (Myalgia),Muscle Pain,Bupropion,77,0.896,5,0.800,-0.121,0,,,
Muscle pain (Myalgia),Muscle Pain,Naproxen,77,0.896,5,0.800,-0.121,3,1.000,0.667,0
Muscle pain (Myalgia),Muscle Pain,"Prednisone (Rayos, Prednisone Intensol, Deltasone, etc.)",77,0.896,5,0.800,-0.121,0,,,
Muscle pain (Myalgia),Muscle Pain,Nattokinase,77,0.896,5,0.800,-0.121,0,,,
Muscle pain (Myalgia),Muscle Pain,Ondansetron,77,0.896,5,0.800,-0.121,0,,,
Muscle pain (Myalgia),Muscle Pain,Valacyclovir,77,0.896,5,0.800,-0.121,0,,,
Muscle pain (Myalgia),Muscle Pain,Atorvastatin (Lipitor),77,0.896,5,0.800,-0.121,0,,,
Muscle pain (Myalgia),Muscle Pain,Duloxetine,77,0.896,9,0.778,-0.154,4,0.750,0.250,0
Muscle pain (Myalgia),Muscle Pain,Gabapentin,77,0.896,9,0.778,-0.154,3,1.000,0.333,0
Muscle pain (Myalgia),Muscle Pain,Maraviroc,77,0.896,4,0.750,-0.172,0,,,
Muscle pain (Myalgia),Muscle Pain,Zolpidem,77,0.896,4,0.750,-0.172,0,,,
Muscle pain (Myalgia),Muscle Pain,"Cyclobenzaprine (Flexeril, Amrix, Fexmid, FusePaq Tabradol, etc.)",77,0.896,3,0.667,-0.256,0,,,
Muscle pain (Myalgia),Muscle Pain,Guanfacine,77,0.896,3,0.667,-0.256,0,,,
Muscle pain (Myalgia),Muscle Pain,Apixaban (Eliquis),77,0.896,3,0.667,-0.256,0,,,
Muscle pain (Myalgia),Muscle Pain,"Meloxicam (Mobic, Qmiiz, Vivlodex, Anjeso, etc.)",77,0.896,3,0.333,-0.605,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Pyridostigmine,73,0.849,13,1.000,0.184,8,1.000,0.875,0
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Melatonin,73,0.849,10,1.000,0.173,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Levocetirizine,73,0.849,7,1.000,0.164,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Valacyclovir,73,0.849,7,1.000,0.164,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Loratadine,73,0.849,5,1.000,0.158,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,"Amitriptyline (Elavil, Vanatrip, Domical)",73,0.849,5,1.000,0.158,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Magnesium,73,0.849,5,1.000,0.158,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Trazodone,73,0.849,4,1.000,0.155,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Duloxetine,73,0.849,4,1.000,0.155,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Nortriptyline,73,0.849,4,1.000,0.155,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Nattokinase + Serrapeptase,73,0.849,4,1.000,0.155,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Ondansetron,73,0.849,4,1.000,0.155,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Probiotic,73,0.849,4,1.000,0.155,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Ketotifen,73,0.849,4,1.000,0.155,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Fluticasone,73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Electrolytes,73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,"Budesonide (Entocort, Ortikos, Pulmicort, etc.)",73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Lemborexant (Dayvigo),73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Vitamin C,73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Hyperbaric Oxygen Therapy (HBOT),73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,"Immunoglobulins, Intravenous (IVIG)",73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Fluoxetine,73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Atorvastatin (Lipitor),73,0.849,3,1.000,0.153,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Low Dose Naltrexone (LDN),73,0.849,32,0.906,0.106,4,0.750,0.500,0
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Midodrine,73,0.849,15,0.933,0.104,11,0.909,0.273,1
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Ivabradine,73,0.849,21,0.905,0.075,16,0.938,0.312,0
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Fludrocortisone,73,0.849,8,0.875,0.023,3,0.667,0.000,1
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Vitamin B12,73,0.849,8,0.875,0.023,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Guanfacine,73,0.849,7,0.857,0.003,3,1.000,0.333,0
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Montelukast,73,0.849,6,0.833,-0.024,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Metformin,73,0.849,6,0.833,-0.024,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Metoprolol,73,0.849,12,0.833,-0.027,7,1.000,0.286,0
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Cromolyn Sodium,73,0.849,11,0.818,-0.045,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Propranolol,73,0.849,16,0.812,-0.057,11,0.818,0.364,2
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Fexofenadine,73,0.849,5,0.800,-0.060,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Iron,73,0.849,5,0.800,-0.060,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Gabapentin,73,0.849,5,0.800,-0.060,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Paxlovid (Nirmatrelvir-Ritonavir),73,0.849,5,0.800,-0.060,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Aspirin,73,0.849,10,0.800,-0.065,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Famotidine,73,0.849,19,0.789,-0.094,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Modafinil,73,0.849,4,0.750,-0.112,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,"Albuterol (Salbutamol, Proventil HFA, Ventolin HFA, Proair HFA, etc.)",73,0.849,4,0.750,-0.112,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Acetaminophen,73,0.849,4,0.750,-0.112,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Quercetin,73,0.849,4,0.750,-0.112,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Vitamin D3,73,0.849,7,0.714,-0.158,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,N-Acetylcysteine (NAC),73,0.849,10,0.700,-0.185,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Maraviroc,73,0.849,3,0.667,-0.198,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Turmeric,73,0.849,3,0.667,-0.198,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Sodium,73,0.849,3,0.667,-0.198,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Oral Rehydration Salts/Solution (ORS),73,0.849,3,0.667,-0.198,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Nicotine Patch,73,0.849,3,0.667,-0.198,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,"Bisoprolol (Cardicor, Congescor, Monocor, Zebeta, etc.)",73,0.849,3,0.667,-0.198,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,"Diphenhydramine (Benadryl, Allergia-C, Allermax, Nytol, etc.)",73,0.849,3,0.667,-0.198,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Apixaban (Eliquis),73,0.849,6,0.667,-0.208,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,CoQ10,73,0.849,9,0.667,-0.220,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Cetirizine,73,0.849,12,0.667,-0.233,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Clopidogrel,73,0.849,5,0.600,-0.277,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,"Prednisone (Rayos, Prednisone Intensol, Deltasone, etc.)",73,0.849,5,0.600,-0.277,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Bupropion,73,0.849,4,0.500,-0.379,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Nattokinase,73,0.849,4,0.500,-0.379,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Atenolol,73,0.849,3,0.333,-0.548,0,,,
Feeling lightheaded or like they might faint when the patient stands up (Orthostatic syncope or presyncope),Orthostatic Presyncope,Acetyl-L-Carnitine,73,0.849,3,0.333,-0.548,0,,,
A significant increase in blood pressure when the patient stands up (Orthostatic hypertension),A significant increase in blood pressure,Ivabradine,71,0.310,5,0.800,-0.067,4,0.750,0.250,0
